qb_name,draft_year,draft_round,draft_pick,nfl_team,college,nfl_g,nfl_gs,nfl_cmp,nfl_att,nfl_yds,nfl_td,nfl_int,nfl_sk,nfl_iay,nfl_cay,nfl_yac,nfl_bats,nfl_thawy,nfl_spikes,nfl_drops,nfl_badth,nfl_ontgt,nfl_bltz,nfl_hrry,nfl_hits,nfl_prss,nfl_scrm,nfl_rpo_plays,nfl_rpo_yds,nfl_rpo_passatt,nfl_rpo_passyds,nfl_rpo_rushatt,nfl_rpo_rushyds,nfl_pa_passatt,nfl_pa_passyds,nfl_cmp_pct,nfl_td_pct,nfl_int_pct,nfl_y_a,nfl_ay_a,nfl_ny_a,nfl_any_a,nfl_rate,nfl_sk_pct,nfl_iay_per_att,nfl_cay_per_cmp,nfl_cay_per_att,nfl_yac_per_cmp,nfl_drop_pct,nfl_badth_pct,nfl_ontgt_pct,nfl_pkttime,nfl_prss_pct,nfl_yds_per_scr,nfl_qbr,nfl_seasons_found,nfl_seasons,has_advanced_stats,nfl_rush_att_x,nfl_rush_yds_x,nfl_rush_1d_x,nfl_rush_ybc_x,nfl_rush_yac_x,nfl_rush_brk_tkl_x,nfl_rush_ybc_per_att_x,nfl_rush_yac_per_att_x,nfl_rush_att_per_brk_x,nfl_rush_yds_per_att_x,nfl_rush_seasons_found_x,nfl_rush_att_y,nfl_rush_yds_y,nfl_rush_1d_y,nfl_rush_ybc_y,nfl_rush_yac_y,nfl_rush_brk_tkl_y,nfl_rush_ybc_per_att_y,nfl_rush_yac_per_att_y,nfl_rush_att_per_brk_y,nfl_rush_yds_per_att_y,nfl_rush_seasons_found_y
Mac Jones,2021,1,15,NWE,Alabama,62.0,62.0,1280.0,1926.0,6798.0,36.0,24.0,62.0,7635.0,3593.0,3205.0,17.0,28.0,3.0,44.0,147.0,704.0,275.0,63.0,74.0,199.0,35.0,54.0,445.0,51.0,445.0,0.0,0.0,184.0,1528.0,66.49844236760124,3.7410176531671864,2.5,7.070508826583593,6.67871235721703,6.172481827622015,5.832814122533748,88.96583592938734,6.036323987538941,7.954101765316719,5.616407061266875,3.716407061266874,5.0,4.70643821391485,15.7263759086189,75.54101765316719,2.3082035306334374,18.76718587746625,6.503322949117342,47.65,4,"2021,2021,2022,2022",True,91.0,231.0,35.0,186.0,45.0,0.0,2.0450549450549453,0.4901098901098901,0.0,2.54,2,91.0,231.0,35.0,186.0,45.0,0.0,2.0450549450549453,0.49010989010989015,0.0,2.54,2
Davis Mills,2021,3,67,HOU,Stanford,56.0,52.0,1110.0,1746.0,5782.0,33.0,25.0,62.0,6531.0,3006.0,2776.0,24.0,25.0,3.0,30.0,174.0,617.0,248.0,64.0,89.0,215.0,26.0,39.0,235.0,33.0,232.0,2.0,3.0,182.0,1325.0,63.6176403207331,3.770790378006872,2.8292096219931273,6.635395189003436,6.0707903780068735,5.703184421534937,5.225658648339061,83.31317296678121,6.626093928980527,7.474341351660939,5.400000000000001,3.435395189003436,4.974341351660939,3.584077892325315,20.582359679266897,73.03711340206185,2.2999999999999994,22.38144329896907,5.352233676975945,38.1,4,"2021,2021,2022,2022",True,50.0,152.0,13.0,144.0,8.0,0.0,2.8680000000000003,0.144,0.0,3.04,2,50.0,152.0,13.0,144.0,8.0,0.0,2.8680000000000003,0.14400000000000002,0.0,3.04,2
Kenny Pickett,2022,1,20,PIT,Pittsburgh,50.0,48.0,892.0,1426.0,4474.0,13.0,13.0,50.0,5211.0,2355.0,2119.0,17.0,32.0,2.0,27.0,124.0,488.0,176.0,67.0,69.0,186.0,41.0,52.0,300.0,47.0,283.0,4.0,17.0,111.0,667.0,62.54558204768583,1.8454417952314168,1.800140252454418,6.290883590462832,5.818092566619916,5.399074333800842,4.9726507713884995,78.8357643758766,6.553618513323983,7.318232819074333,5.26367461430575,3.3091164095371663,4.763534361851333,3.9364656381486673,18.29088359046283,71.87279102384291,2.454558204768583,23.181206171107995,6.3002805049088355,46.25,4,"2022,2022,2023,2023",True,97.0,291.0,35.0,249.0,42.0,0.0,2.5876288659793816,0.4134020618556701,0.0,3.0,2,97.0,291.0,35.0,249.0,42.0,0.0,2.5876288659793816,0.41340206185567013,0.0,3.0,2
Desmond Ridder,2022,3,74,ATL,Cincinnati,38.0,34.0,644.0,1006.0,3544.0,14.0,12.0,40.0,4085.0,1993.0,1551.0,13.0,16.0,2.0,18.0,75.0,366.0,131.0,27.0,36.0,103.0,30.0,99.0,599.0,83.0,546.0,14.0,53.0,118.0,923.0,64.0399602385686,2.779920477137177,2.391252485089463,7.048508946322068,6.5,6.10337972166998,5.64572564612326,84.0858846918489,7.367992047713718,8.10854870775348,6.202783300198807,3.994234592445328,4.808548707753479,3.676938369781312,15.500198807157055,75.5,2.391451292246521,18.00536779324056,6.502783300198807,46.4,4,"2022,2022,2023,2023",True,69.0,257.0,22.0,216.0,41.0,2.0,3.1768115942028987,0.5927536231884057,20.355072463768117,3.72,2,69.0,257.0,22.0,216.0,41.0,2.0,3.1768115942028987,0.5927536231884057,20.355072463768117,3.72,2
Bailey Zappe,2022,4,137,NWE,Western Kentucky,28.0,16.0,384.0,608.0,2053.0,11.0,12.0,31.0,2316.0,1042.0,1011.0,10.0,12.0,1.0,10.0,52.0,214.0,118.0,19.0,13.0,63.0,10.0,22.0,133.0,17.0,115.0,4.0,18.0,58.0,746.0,63.16842105263158,3.5868421052631576,3.9276315789473686,6.756578947368421,5.728947368421053,5.467894736842105,4.55,78.44473684210527,9.20934210526316,7.597368421052633,5.393421052631578,3.4539473684210527,5.211842105263158,3.4,17.86973684210526,73.51842105263158,2.430263157894737,18.121052631578948,6.813157894736841,30.15,4,"2022,2022,2023,2023",True,27.0,83.0,6.0,60.0,23.0,0.0,2.2037037037037037,0.8814814814814814,0.0,3.07,2,27.0,83.0,6.0,60.0,23.0,0.0,2.2037037037037037,0.8814814814814814,0.0,3.07,2
Sam Howell,2022,5,144,WAS,North Carolina,36.0,36.0,798.0,1262.0,4115.0,22.0,22.0,68.0,4763.0,2021.0,2094.0,21.0,33.0,1.0,27.0,91.0,440.0,182.0,40.0,57.0,165.0,36.0,79.0,367.0,68.0,343.0,4.0,24.0,71.0,368.0,63.23438985736925,3.457210776545166,3.457210776545166,6.4752773375594295,5.660221870047543,5.230522979397781,4.448177496038035,79.02345483359747,9.721648177496036,7.527099841521395,5.105388272583201,3.154199683042789,5.248177496038035,4.504754358161648,15.245166402535656,73.65483359746435,2.4090332805071313,22.49825673534073,7.448177496038035,45.75,4,"2022,2022,2023,2023",True,53.0,298.0,23.0,191.0,107.0,8.0,3.645283018867924,1.99622641509434,5.433962264150943,5.62,2,53.0,298.0,23.0,191.0,107.0,8.0,3.645283018867924,1.9962264150943398,5.433962264150943,5.62,2
Brock Purdy,2022,7,262,SFO,Iowa St.,50.0,42.0,844.0,1228.0,5654.0,44.0,15.0,39.0,4742.0,2914.0,2740.0,20.0,17.0,3.0,22.0,90.0,451.0,196.0,33.0,57.0,129.0,22.0,33.0,338.0,29.0,329.0,1.0,9.0,130.0,1257.0,68.76319218241042,7.166123778501628,2.472312703583062,9.184690553745927,9.540065146579805,8.294234527687296,8.612377850162867,111.42182410423452,5.971530944625407,7.757003257328989,6.9123778501628665,4.767752442996742,6.489250814332247,3.705863192182411,15.1371335504886,75.91530944625407,2.516938110749186,19.130944625407167,6.803257328990227,70.45,4,"2022,2022,2023,2023",True,61.0,157.0,20.0,114.0,43.0,2.0,1.8983606557377048,0.6836065573770492,12.4672131147541,2.57,2,61.0,157.0,20.0,114.0,43.0,2.0,1.8983606557377046,0.6836065573770492,12.467213114754099,2.57,2
Bryce Young,2023,1,1,CAR,Alabama,60.0,56.0,1098.0,1822.0,5280.0,26.0,19.0,91.0,7278.0,3011.0,2269.0,7.0,71.0,1.0,38.0,183.0,610.0,302.0,91.0,88.0,270.0,68.0,44.0,210.0,38.0,206.0,1.0,4.0,95.0,679.0,60.263666300768385,2.8587266739846324,2.0686059275521407,5.837211855104281,5.421514818880351,4.617969264544457,4.290120746432492,77.282875960483,9.050482985729968,8.02151481888035,5.463666300768386,3.2950603732162462,4.1,4.547091108671789,21.83721185510428,72.70987925356751,2.4156970362239294,25.253787047200873,7.767727771679474,42.400000000000006,4,"2023,2023,2024,2024",True,82.0,502.0,33.0,408.0,94.0,8.0,4.9524390243902445,1.1280487804878048,10.32439024390244,6.12,2,82.0,502.0,33.0,408.0,94.0,8.0,4.9524390243902445,1.1280487804878048,10.32439024390244,6.12,2
C.J. Stroud,2023,1,2,HOU,Ohio St.,64.0,64.0,1310.0,2062.0,7835.0,43.0,17.0,90.0,8860.0,4409.0,3426.0,17.0,38.0,7.0,44.0,190.0,730.0,280.0,113.0,94.0,297.0,60.0,42.0,418.0,38.0,417.0,1.0,1.0,105.0,1159.0,63.5387972841901,4.187196896217265,1.6708050436469446,7.580795344325897,7.667992240543161,6.333394762366634,6.41639185257032,93.6791464597478,8.019127061105724,8.587196896217264,6.729194956353055,4.2871968962172655,5.24199806013579,4.470805043646944,19.2807953443259,74.02599418040737,2.5,25.096023278370513,6.606401551891368,52.349999999999994,4,"2023,2023,2024,2024",True,91.0,400.0,36.0,337.0,63.0,5.0,3.7428571428571433,0.6714285714285715,18.24285714285714,4.4,2,91.0,400.0,36.0,337.0,63.0,5.0,3.7428571428571433,0.6714285714285715,18.24285714285714,4.4,2
Anthony Richardson,2023,1,4,IND,Florida,30.0,30.0,352.0,696.0,2391.0,11.0,13.0,21.0,3878.0,1318.0,1073.0,7.0,15.0,2.0,18.0,87.0,205.0,91.0,45.0,35.0,101.0,30.0,19.0,147.0,11.0,88.0,6.0,59.0,8.0,41.0,50.54827586206898,3.1448275862068966,3.703448275862069,6.9,5.786206896551724,6.088275862068966,5.062068965517241,67.80344827586207,5.679655172413793,11.186206896551724,7.572413793103448,3.7551724137931033,6.127586206896552,5.427586206896552,26.310344827586206,61.88620689655173,2.4482758620689653,25.337931034482754,7.810344827586208,46.2,4,"2023,2023,2024,2024",True,111.0,635.0,42.0,475.0,160.0,9.0,4.267567567567568,1.4648648648648648,7.437837837837838,5.72,2,111.0,635.0,42.0,475.0,160.0,9.0,4.267567567567568,1.4648648648648648,7.437837837837838,5.72,2
Will Levis,2023,2,33,TEN,Kentucky,42.0,42.0,678.0,1112.0,3899.0,21.0,16.0,69.0,5270.0,2212.0,1687.0,9.0,15.0,2.0,31.0,96.0,382.0,157.0,23.0,80.0,172.0,28.0,21.0,130.0,16.0,127.0,3.0,3.0,65.0,611.0,60.94442446043166,3.749640287769784,2.8992805755395685,6.991726618705036,6.4586330935251794,5.567589928057554,5.104496402877698,82.6841726618705,11.026870503597124,9.51726618705036,6.55863309352518,3.983453237410072,5.0,5.766187050359712,17.836870503597122,70.88956834532374,2.445863309352518,26.367625899280576,6.678956834532374,29.6,4,"2023,2023,2024,2024",True,70.0,240.0,27.0,163.0,77.0,4.0,2.3642857142857143,1.0928571428571427,7.264285714285715,3.43,2,70.0,240.0,27.0,163.0,77.0,4.0,2.3642857142857143,1.0928571428571427,7.264285714285715,3.43,2
Aidan O'Connell,2023,4,135,LVR,Purdue,40.0,34.0,734.0,1172.0,3830.0,20.0,11.0,34.0,4482.0,2036.0,1794.0,12.0,28.0,2.0,21.0,105.0,401.0,151.0,34.0,41.0,109.0,3.0,13.0,119.0,13.0,119.0,0.0,0.0,73.0,544.0,62.639078498293514,3.417064846416382,1.8341296928327644,6.541467576791809,6.365870307167235,5.7690443686006825,5.648805460750853,85.06109215017065,5.46598976109215,7.665870307167236,5.524402730375427,3.4829351535836177,4.875597269624574,3.7706484641638225,18.83430034129693,72.13651877133105,2.4,17.510068259385665,8.7,43.65,4,"2023,2023,2024,2024",True,38.0,41.0,17.0,25.0,16.0,0.0,0.6763157894736843,0.4105263157894737,0.0,1.08,2,38.0,41.0,17.0,25.0,16.0,0.0,0.6763157894736843,0.4105263157894737,0.0,1.08,2
Dorian Thompson-Robinson,2023,5,140,CLE,UCLA,30.0,10.0,242.0,460.0,880.0,1.0,10.0,14.0,1378.0,425.0,455.0,3.0,14.0,2.0,22.0,40.0,152.0,62.0,14.0,28.0,56.0,12.0,17.0,73.0,13.0,59.0,3.0,14.0,9.0,41.0,52.625217391304346,0.4382608695652173,4.369565217391305,3.7973913043478262,1.9356521739130437,3.168695652173913,1.4382608695652173,45.19739130434783,5.731565217391304,6.002608695652174,3.4895652173913043,1.8434782608695652,3.759130434782608,10.297391304347824,18.671304347826084,71.0313043478261,2.2973913043478267,21.83478260869565,6.840869565217392,26.200000000000003,4,"2023,2023,2024,2024",True,35.0,187.0,13.0,144.0,43.0,3.0,4.140000000000001,1.22,15.4,5.34,2,35.0,187.0,13.0,144.0,43.0,3.0,4.140000000000001,1.22,15.4,5.34,2
Caleb Williams,2024,1,1,CHI,USC,68.0,68.0,1362.0,2260.0,7483.0,47.0,13.0,92.0,9252.0,3782.0,3701.0,27.0,76.0,6.0,49.0,219.0,745.0,348.0,146.0,81.0,319.0,92.0,36.0,262.0,28.0,237.0,8.0,25.0,169.0,1192.0,60.2883185840708,4.203185840707965,1.150265486725664,6.6015929203539825,6.902123893805309,5.633982300884956,5.954513274336284,88.95610619469026,7.402106194690265,8.201592920353981,5.604247787610619,3.351858407079646,5.450796460176991,4.654513274336283,20.898938053097343,71.09309734513275,2.4502654867256637,24.30424778761062,8.302123893805309,50.75,4,"2024,2024,2025,2025",True,158.0,877.0,55.0,713.0,164.0,10.0,4.5563291139240505,1.0563291139240507,15.810126582278482,5.55,2,158.0,877.0,55.0,713.0,164.0,10.0,4.5563291139240505,1.0563291139240507,15.810126582278482,5.55,2
Jayden Daniels,2024,1,2,WAS,LSU,48.0,48.0,890.0,1336.0,4830.0,33.0,12.0,65.0,4880.0,2473.0,2357.0,16.0,27.0,4.0,32.0,93.0,495.0,214.0,48.0,39.0,152.0,112.0,59.0,468.0,42.0,377.0,15.0,91.0,46.0,390.0,66.63592814371258,4.946706586826347,1.8155688622754491,7.202994011976048,7.374850299401197,6.156766467065869,6.3311377245508975,96.72275449101797,8.86934131736527,7.27185628742515,5.568862275449102,3.67185628742515,5.315568862275449,5.031736526946108,14.612574850299405,77.69341317365269,2.3718562874251496,17.993413173652694,7.649700598802395,56.2,4,"2024,2024,2025,2025",True,206.0,1169.0,78.0,820.0,349.0,13.0,3.9776699029126217,1.6844660194174756,15.86504854368932,5.67,2,206.0,1169.0,78.0,820.0,349.0,13.0,3.9776699029126217,1.6844660194174756,15.86504854368932,5.67,2
Drake Maye,2024,1,3,NWE,North Carolina,60.0,58.0,1158.0,1660.0,6670.0,46.0,18.0,81.0,6926.0,3732.0,2938.0,18.0,34.0,1.0,24.0,118.0,619.0,254.0,65.0,68.0,214.0,107.0,39.0,279.0,32.0,235.0,7.0,44.0,103.0,1049.0,69.80096385542168,5.526265060240964,2.170120481927711,8.004096385542168,8.196867469879518,6.851518072289157,6.996867469879518,103.15638554216868,8.891036144578315,8.326265060240964,6.400481927710843,4.504096385542169,5.06289156626506,3.0443373493975905,14.858795180722892,77.85975903614458,2.3592771084337345,21.026265060240963,7.755180722891566,66.15,4,"2024,2024,2025,2025",True,157.0,871.0,60.0,670.0,201.0,4.0,4.297452229299363,1.2719745222929937,43.07324840764331,5.55,2,157.0,871.0,60.0,670.0,201.0,4.0,4.297452229299363,1.2719745222929937,43.07324840764331,5.55,2
Michael Penix,2024,1,8,ATL,Washington,28.0,24.0,454.0,762.0,2757.0,12.0,6.0,17.0,3371.0,1598.0,1159.0,4.0,16.0,0.0,17.0,86.0,260.0,102.0,23.0,26.0,66.0,17.0,19.0,144.0,18.0,144.0,0.0,0.0,42.0,347.0,59.5488188976378,3.189763779527559,1.5960629921259843,7.25511811023622,7.134645669291339,6.639527559055118,6.5897637795275585,85.85433070866142,4.271259842519685,8.868503937007874,7.068503937007874,4.2204724409448815,5.051968503937008,4.626771653543307,23.53149606299213,71.2740157480315,2.3724409448818897,15.938582677165355,5.238582677165355,52.75,4,"2024,2024,2025,2025",True,28.0,81.0,6.0,72.0,9.0,0.0,2.525,0.325,0.0,2.89,2,28.0,81.0,6.0,72.0,9.0,0.0,2.525,0.325,0.0,2.89,2
J.J. McCarthy,2024,1,10,MIN,Michigan,20.0,20.0,280.0,486.0,1632.0,11.0,12.0,27.0,2166.0,940.0,692.0,16.0,4.0,0.0,12.0,51.0,159.0,70.0,10.0,39.0,76.0,17.0,20.0,123.0,13.0,84.0,4.0,39.0,65.0,400.0,57.6,4.5,4.9,6.7,5.4,5.490000000000001,4.3,72.6,10.0,8.9,6.7,3.9,4.9,5.0,21.3,66.5,2.5,26.5,9.2,35.6,2,"2025,2025",True,37.0,181.0,12.0,118.0,63.0,5.0,3.2,1.7,7.4,4.89,1,37.0,181.0,12.0,118.0,63.0,5.0,3.2,1.7,7.4,4.89,1
Bo Nix,2024,1,12,DEN,Oregon,68.0,68.0,1528.0,2358.0,7706.0,54.0,23.0,46.0,8614.0,3541.0,4165.0,29.0,44.0,2.0,75.0,176.0,873.0,262.0,105.0,79.0,230.0,85.0,95.0,529.0,85.0,519.0,5.0,10.0,114.0,862.0,64.79465648854962,4.580916030534351,1.9442748091603057,6.544274809160306,6.544274809160306,6.029236641221374,6.048091603053435,90.44503816793892,3.753740458015267,7.299999999999999,4.603816793893129,3.0,5.448091603053435,6.630534351145037,15.51526717557252,77.01526717557252,2.448091603053435,17.561068702290076,8.030534351145038,55.9,4,"2024,2024,2025,2025",True,175.0,786.0,70.0,653.0,133.0,3.0,3.710285714285714,0.7525714285714286,16.13942857142857,4.49,2,175.0,786.0,70.0,653.0,133.0,3.0,3.710285714285714,0.7525714285714286,16.13942857142857,4.49,2
Spencer Rattler,2024,5,150,NOR,South Carolina,32.0,28.0,608.0,970.0,2903.0,12.0,10.0,40.0,3861.0,1619.0,1284.0,9.0,22.0,4.0,26.0,66.0,336.0,123.0,35.0,30.0,105.0,30.0,53.0,355.0,42.0,312.0,10.0,43.0,38.0,299.0,62.6698969072165,2.4888659793814436,2.0410309278350516,6.011958762886598,5.5239175257731965,5.075030927835051,4.682886597938144,78.93134020618557,7.607731958762886,7.947010309278351,5.3059793814433,3.3709278350515466,4.264123711340207,5.675257731958763,14.384742268041236,73.19567010309278,2.2940206185567007,18.91030927835051,7.711134020618556,43.7,4,"2024,2024,2025,2025",True,49.0,313.0,24.0,206.0,107.0,4.0,4.23469387755102,2.157142857142857,4.93469387755102,6.39,2,49.0,313.0,24.0,206.0,107.0,4.0,4.23469387755102,2.157142857142857,4.93469387755102,6.39,2
